,dates_in_situ,transect_id,cross_distance_in_situ,dates_sds,tide,cross_distance_sds_raw,tide_tide,transect_id_sds_tide,cross_distance_sds_tide,timedelta
32,2001-03-16 00:00:00+00:00,584,125.42,2001-03-15 00:00:00+00:00,-1.199319223,153.2789133,-1.199319223,584.0,136.4138810708134,1 days
33,2001-04-30 00:00:00+00:00,584,129.1,2001-05-02 00:00:00+00:00,-0.454140441,152.1298989,-0.454140441,584.0,140.95325426881004,-2 days
34,2001-05-15 00:00:00+00:00,584,129.85,2001-05-10 00:00:00+00:00,-0.375557819,143.3671067,-0.375557819,584.0,132.79032945514038,5 days
35,2001-07-11 00:00:00+00:00,584,138.51,2001-07-21 00:00:00+00:00,0.9673898913655794,148.2818768,0.9673898913655794,584.0,147.95660877075522,-10 days
36,2001-08-08 00:00:00+00:00,584,137.26,2001-08-06 00:00:00+00:00,0.1319796512556851,153.9290227,0.1319796512556851,584.0,147.22657729259004,2 days
37,2001-09-20 00:00:00+00:00,584,136.62,2001-09-23 00:00:00+00:00,-0.963331617,150.0374472,-0.963331617,584.0,134.9738470459704,-3 days
38,2001-12-21 00:00:00+00:00,584,132.34,2001-12-28 00:00:00+00:00,1.1896694642739425,129.5293019,1.1896694642739425,584.0,130.9008244871089,-7 days
39,2002-01-08 00:00:00+00:00,584,127.93,2002-01-05 00:00:00+00:00,-1.135252475,147.1383066,-1.135252475,584.0,130.7623334716907,3 days
40,2002-02-20 00:00:00+00:00,584,136.36,2002-02-22 00:00:00+00:00,-0.17449179,146.0518792,-0.17449179,584.0,137.0099571,-2 days
41,2002-09-11 00:00:00+00:00,584,134.02,2002-09-10 00:00:00+00:00,-0.197811926,154.4701731,-0.197811926,584.0,145.25023473064238,1 days
42,2002-12-13 00:00:00+00:00,584,129.39,2002-12-15 00:00:00+00:00,0.6010684124628767,116.1470659,0.6010684124628767,584.0,113.02545076693634,-2 days
43,2003-08-29 00:00:00+00:00,584,120.62,2003-08-20 00:00:00+00:00,-0.687360989,142.2451352,-0.687360989,584.0,129.2881810587492,9 days
44,2004-09-03 00:00:00+00:00,584,132.97,2004-09-07 00:00:00+00:00,-0.539447217,153.8778341,-0.539447217,584.0,142.04999280150616,-4 days
45,2005-05-02 00:00:00+00:00,584,119.39,2005-05-05 00:00:00+00:00,0.9818394003659674,130.9641057,0.9818394003659674,584.0,130.74913930938882,-3 days
0,1998-04-14 00:00:00+00:00,585,130.12,1998-04-07 00:00:00+00:00,0.7285376684992452,135.3000872,0.7285376684992452,585.0,133.15151983302488,7 days
1,1998-05-08 00:00:00+00:00,585,130.67,1998-05-18 00:00:00+00:00,-1.182151822,159.6333142,-1.182151822,585.0,142.8993308140995,-10 days
2,1998-10-15 00:00:00+00:00,585,129.7,1998-10-25 00:00:00+00:00,-0.392181782,157.8841583,-0.392181782,585.0,147.1804805963705,-10 days
3,1999-02-21 00:00:00+00:00,585,129.48,1999-03-02 00:00:00+00:00,1.0940280148373374,122.2209192,1.0940280148373374,585.0,122.86235441042264,-9 days
4,1999-04-26 00:00:00+00:00,585,140.81,1999-04-19 00:00:00+00:00,-0.760459865,164.0768667,-0.760459865,585.0,150.56190589778305,7 days
5,1999-06-17 00:00:00+00:00,585,138.63,1999-06-22 00:00:00+00:00,-0.331008241,152.5726622,-0.331008241,585.0,142.33595805636327,-5 days
6,1999-08-13 00:00:00+00:00,585,144.81,1999-08-09 00:00:00+00:00,1.0056952243796489,139.1525854,1.0056952243796489,585.0,139.1197245572002,4 days
7,1999-08-26 00:00:00+00:00,585,144.02,1999-08-25 00:00:00+00:00,0.8822838501381093,152.4854049,0.8822838501381093,585.0,151.51047250150893,1 days
8,1999-09-16 00:00:00+00:00,585,143.38,1999-09-18 00:00:00+00:00,-0.654098656,152.5634233,-0.654098656,585.0,139.8603801,-2 days
9,1999-09-30 00:00:00+00:00,585,137.09,1999-09-26 00:00:00+00:00,0.9872782340159912,142.0282714,0.9872782340159912,585.0,141.85482282562953,4 days
10,1999-10-19 00:00:00+00:00,585,129.57,1999-10-12 00:00:00+00:00,0.1246278632719547,144.4504338,0.1246278632719547,585.0,137.69186789278916,7 days
11,1999-10-29 00:00:00+00:00,585,134.97,1999-11-05 00:00:00+00:00,1.1251366200771982,141.4955377,1.1251366200771982,585.0,142.3744432117798,-7 days
12,1999-11-15 00:00:00+00:00,585,137.08,1999-11-21 00:00:00+00:00,1.1998821094183971,139.6165143,1.1998821094183971,585.0,141.06599609778436,-6 days
13,1999-11-30 00:00:00+00:00,585,136.63,1999-11-29 00:00:00+00:00,-1.05297309,155.9045666,-1.05297309,585.0,140.15668040167049,1 days
14,1999-12-30 00:00:00+00:00,585,136.05,2000-01-08 00:00:00+00:00,0.7608352933919568,140.0948016,0.7608352933919568,585.0,138.19278093354797,-9 days
15,2000-01-26 00:00:00+00:00,585,126.79,2000-02-01 00:00:00+00:00,0.8826328726881669,132.9473559,0.8826328726881669,585.0,131.97508774620604,-6 days
16,2000-02-11 00:00:00+00:00,585,132.07,2000-02-09 00:00:00+00:00,-0.312537471,142.8914389,-0.312537471,585.0,132.7957330602189,2 days
17,2000-02-29 00:00:00+00:00,585,136.27,2000-03-04 00:00:00+00:00,1.152444840373554,127.9217812,1.152444840373554,585.0,129.00914636953962,-4 days
18,2000-04-12 00:00:00+00:00,585,134.92,2000-04-13 00:00:00+00:00,-0.386130864,151.2572842,-0.386130864,585.0,140.59979665864284,-1 days
19,2000-04-27 00:00:00+00:00,585,128.15,2000-05-07 00:00:00+00:00,-0.786224755,159.7513528,-0.786224755,585.0,146.03971340096976,-10 days
20,2000-06-07 00:00:00+00:00,585,133.88,2000-05-31 00:00:00+00:00,0.9381689486519056,136.4054523,0.9381689486519056,585.0,135.85712361651386,7 days
21,2000-07-05 00:00:00+00:00,585,138.99,2000-07-02 00:00:00+00:00,1.0379363298754642,148.4467766,1.0379363298754642,585.0,148.66003106937902,3 days
22,2000-08-03 00:00:00+00:00,585,142.65,2000-08-11 00:00:00+00:00,0.6881811495345358,148.8798631,0.6881811495345358,585.0,146.42323069717906,-8 days
23,2000-08-31 00:00:00+00:00,585,147.85,2000-08-27 00:00:00+00:00,1.0075670644407588,153.6034254,1.0075670644407588,585.0,153.58485335503696,4 days
24,2000-10-18 00:00:00+00:00,585,137.03,2000-10-22 00:00:00+00:00,-0.323964398,138.9170712,-0.323964398,585.0,128.7341368583614,-4 days
25,2000-11-20 00:00:00+00:00,585,130.42,2000-11-15 00:00:00+00:00,-0.139049044,137.2761676,-0.139049044,585.0,128.50480087069465,5 days
26,2000-12-04 00:00:00+00:00,585,137.63,2000-12-01 00:00:00+00:00,-0.540576064,134.3060253,-0.540576064,585.0,122.46956680638876,3 days
27,2000-12-19 00:00:00+00:00,585,142.09,2000-12-09 00:00:00+00:00,1.1819915068571702,148.9938565,1.1819915068571702,585.0,150.30676874633798,10 days
28,2001-01-17 00:00:00+00:00,585,133.71,2001-01-18 00:00:00+00:00,-0.216955368,141.4095473,-0.216955368,585.0,132.04347577897525,-1 days
29,2001-02-01 00:00:00+00:00,585,133.79,2001-02-03 00:00:00+00:00,-0.312729836,139.0329488,-0.312729836,585.0,128.93577450701062,-2 days
30,2001-02-16 00:00:00+00:00,585,137.48,2001-02-11 00:00:00+00:00,-0.26609739,148.4648672,-0.26609739,585.0,138.72366572545414,5 days
